"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-06-01 00:00","2014","06","01","00:00","16.0","","3.1","","42","","","M","","M","","","101.19","","","","","","NA"
"2014-06-01 01:00","2014","06","01","01:00","15.3","","3.6","","46","","","M","","M","","","101.19","","","","","","NA"
"2014-06-01 02:00","2014","06","01","02:00","14.8","","3.6","","47","","","M","","M","","","101.16","","","","","","NA"
"2014-06-01 03:00","2014","06","01","03:00","14.2","","3.8","","50","","","M","","M","","","101.17","","","","","","NA"
"2014-06-01 04:00","2014","06","01","04:00","13.0","","3.8","","54","","","M","","M","","","101.14","","","","","","NA"
"2014-06-01 05:00","2014","06","01","05:00","12.6","","4.4","","57","","","M","","M","","","101.13","","","","","","NA"
"2014-06-01 06:00","2014","06","01","06:00","12.9","","5.2","","59","","","M","","M","","","101.12","","","","","","NA"
"2014-06-01 07:00","2014","06","01","07:00","15.0","","6.4","","56","","","M","","M","","","101.11","","","","","","NA"
"2014-06-01 08:00","2014","06","01","08:00","17.1","","6.0","","48","","","M","","M","","","101.11","","","","","","NA"
"2014-06-01 09:00","2014","06","01","09:00","18.4","","5.7","","43","","","M","","M","","","101.08","","","","","","NA"
"2014-06-01 10:00","2014","06","01","10:00","19.4","","6.5","","43","","","M","","M","","","101.04","","","","","","NA"
"2014-06-01 11:00","2014","06","01","11:00","20.6","","6.4","","40","","","M","","M","","","101.00","","","","","","NA"
"2014-06-01 12:00","2014","06","01","12:00","22.2","","7.3","","38","","","M","","M","","","100.96","","","","","","NA"
"2014-06-01 13:00","2014","06","01","13:00","22.0","","7.7","","40","","","M","","M","","","100.89","","","","","","NA"
"2014-06-01 14:00","2014","06","01","14:00","22.0","","7.8","","40","","","M","","M","","","100.86","","","","","","NA"
"2014-06-01 15:00","2014","06","01","15:00","20.4","","6.7","","41","","","M","","M","","","100.80","","","","","","NA"
