"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2005-07-01 00:00","2005","07","01","00:00","24.9","","20.8","","78","","","M","","M","","","99.26","","33","","","","NA"
"2005-07-01 01:00","2005","07","01","01:00","23.7","","20.6","","83","","","M","","M","","","99.23","","32","","","","NA"
"2005-07-01 02:00","2005","07","01","02:00","23.0","","20.6","","86","","","M","","M","","","99.19","","31","","","","NA"
"2005-07-01 03:00","2005","07","01","03:00","22.8","","20.9","","89","","","M","","M","","","99.14","","31","","","","NA"
"2005-07-01 04:00","2005","07","01","04:00","22.6","","21.4","","93","","","M","","M","","","99.12","","31","","","","NA"
"2005-07-01 05:00","2005","07","01","05:00","22.4","","21.5","","95","","","M","","M","","","99.08","","31","","","","NA"
"2005-07-01 06:00","2005","07","01","06:00","22.7","","21.3","","92","","","M","","M","","","99.07","","31","","","","NA"
"2005-07-01 07:00","2005","07","01","07:00","23.6","","21.1","","86","","","M","","M","","","99.06","","32","","","","NA"
"2005-07-01 08:00","2005","07","01","08:00","23.9","","21.3","","85","","","M","","M","","","99.05","","33","","","","NA"
"2005-07-01 09:00","2005","07","01","09:00","24.9","","21.0","","79","","","M","","M","","","99.01","","33","","","","NA"
"2005-07-01 10:00","2005","07","01","10:00","26.7","","21.3","","72","","","M","","M","","","98.97","","35","","","","NA"
"2005-07-01 11:00","2005","07","01","11:00","27.0","","20.6","","68","","","M","","M","","","98.95","","35","","","","NA"
"2005-07-01 12:00","2005","07","01","12:00","28.1","","17.4","","52","","","M","","M","","","98.94","","34","","","","NA"
"2005-07-01 13:00","2005","07","01","13:00","29.5","","16.8","","46","","","M","","M","","","98.95","","35","","","","NA"
"2005-07-01 14:00","2005","07","01","14:00","29.1","","14.3","","40","","","M","","M","","","98.96","","33","","","","NA"
"2005-07-01 15:00","2005","07","01","15:00","28.0","","14.3","","43","","","M","","M","","","99.00","","32","","","","NA"
"2005-07-01 16:00","2005","07","01","16:00","26.8","","14.0","","45","","","M","","M","","","99.08","","30","","","","NA"
"2005-07-01 17:00","2005","07","01","17:00","24.3","","13.7","","52","","","M","","M","","","99.16","","27","","","","NA"
