"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2006-05-01 00:00","2006","05","01","00:00","12.7","","-1.8","","36","","","M","","M","","","101.31","","","","","","NA"
"2006-05-01 01:00","2006","05","01","01:00","12.9","","-1.6","","37","","","M","","M","","","101.30","","","","","","NA"
"2006-05-01 02:00","2006","05","01","02:00","13.3","","-1.9","","35","","","M","","M","","","101.27","","","","","","NA"
"2006-05-01 03:00","2006","05","01","03:00","12.3","","-1.2","","39","","","M","","M","","","101.28","","","","","","NA"
"2006-05-01 04:00","2006","05","01","04:00","11.8","","-0.2","","44","","","M","","M","","","101.28","","","","","","NA"
"2006-05-01 05:00","2006","05","01","05:00","10.9","","0.9","","50","","","M","","M","","","101.34","","","","","","NA"
"2006-05-01 06:00","2006","05","01","06:00","10.7","","1.6","","53","","","M","","M","","","101.38","","","","","","NA"
"2006-05-01 07:00","2006","05","01","07:00","11.5","","3.0","","56","","","M","","M","","","101.43","","","","","","NA"
"2006-05-01 08:00","2006","05","01","08:00","12.8","","2.9","","51","","","M","","M","","","101.46","","","","","","NA"
"2006-05-01 09:00","2006","05","01","09:00","14.8","","2.5","","43","","","M","","M","","","101.46","","","","","","NA"
"2006-05-01 10:00","2006","05","01","10:00","17.5","","1.2","","33","","","M","","M","","","101.43","","","","","","NA"
"2006-05-01 11:00","2006","05","01","11:00","18.6","","1.2","","31","","","M","","M","","","101.40","","","","","","NA"
"2006-05-01 12:00","2006","05","01","12:00","19.5","","-1.5","","24","","","M","","M","","","101.35","","","","","","NA"
"2006-05-01 13:00","2006","05","01","13:00","20.5","","0.3","","26","","","M","","M","","","101.27","","","","","","NA"
"2006-05-01 14:00","2006","05","01","14:00","20.2","","-2.3","","22","","","M","","M","","","101.19","","","","","","NA"
"2006-05-01 15:00","2006","05","01","15:00","21.1","","-2.7","","20","","","M","","M","","","101.13","","","","","","NA"
"2006-05-01 16:00","2006","05","01","16:00","20.1","","-3.6","","20","","","M","","M","","","101.09","","","","","","NA"
"2006-05-01 17:00","2006","05","01","17:00","20.3","","-4.8","","18","","","M","","M","","","100.98","","","","","","NA"
"2006-05-01 18:00","2006","05","01","18:00","17.9","","-3.8","","23","","","M","","M","","","100.98","","","","","","NA"
"2006-05-01 19:00","2006","05","01","19:00","18.1","","-6.7","","18","","","M","","M","","","100.91","","","","","","NA"
"2006-05-01 20:00","2006","05","01","20:00","17.8","","-7.3","","17","","","M","","M","","","100.88","","","","","","NA"
"2006-05-01 21:00","2006","05","01","21:00","17.3","","-6.9","","18","","","M","","M","","","100.88","","","","","","NA"
"2006-05-01 22:00","2006","05","01","22:00","16.7","","-6.2","","20","","","M","","M","","","100.84","","","","","","NA"
"2006-05-01 23:00","2006","05","01","23:00","15.9","","-4.9","","24","","","M","","M","","","100.79","","","","","","NA"
"2006-05-02 00:00","2006","05","02","00:00","15.0","","-3.5","","28","","","M","","M","","","100.74","","","","","","NA"
"2006-05-02 01:00","2006","05","02","01:00","14.1","","-2.9","","31","","","M","","M","","","100.71","","","","","","NA"
"2006-05-02 02:00","2006","05","02","02:00","13.0","","-1.8","","36","","","M","","M","","","100.64","","","","","","NA"
"2006-05-02 03:00","2006","05","02","03:00","13.0","","-1.9","","36","","","M","","M","","","100.59","","","","","","NA"
"2006-05-02 04:00","2006","05","02","04:00","12.4","","-2.3","","36","","","M","","M","","","100.57","","","","","","NA"
"2006-05-02 05:00","2006","05","02","05:00","12.4","","-2.0","","37","","","M","","M","","","100.53","","","","","","NA"
"2006-05-02 06:00","2006","05","02","06:00","13.5","","-1.7","","35","","","M","","M","","","100.50","","","","","","NA"
"2006-05-02 07:00","2006","05","02","07:00","14.1","","-1.1","","35","","","M","","M","","","100.49","","","","","","NA"
"2006-05-02 08:00","2006","05","02","08:00","14.9","","-1.6","","32","","","M","","M","","","100.51","","","","","","NA"
"2006-05-02 09:00","2006","05","02","09:00","15.0","","-1.3","","33","","","M","","M","","","100.46","","","","","","NA"
"2006-05-02 10:00","2006","05","02","10:00","15.3","","-2.5","","29","","","M","","M","","","100.45","","","","","","NA"
"2006-05-02 11:00","2006","05","02","11:00","15.2","","-2.7","","29","","","M","","M","","","100.38","","","","","","NA"
"2006-05-02 12:00","2006","05","02","12:00","15.6","","-1.6","","31","","","M","","M","","","100.32","","","","","","NA"
"2006-05-02 13:00","2006","05","02","13:00","15.5","","-0.5","","33","","","M","","M","","","100.24","","","","","","NA"
"2006-05-02 14:00","2006","05","02","14:00","16.2","","2.6","","40","","","M","","M","","","100.19","","","","","","NA"
"2006-05-02 15:00","2006","05","02","15:00","16.8","","2.5","","38","","","M","","M","","","100.09","","","","","","NA"
"2006-05-02 16:00","2006","05","02","16:00","16.7","","1.7","","36","","","M","","M","","","100.04","","","","","","NA"
"2006-05-02 17:00","2006","05","02","17:00","16.9","","3.2","","40","","","M","","M","","","100.03","","","","","","NA"
"2006-05-02 18:00","2006","05","02","18:00","16.7","","2.7","","39","","","M","","M","","","99.99","","","","","","NA"
"2006-05-02 19:00","2006","05","02","19:00","14.4","","2.7","","45","","","M","","M","","","99.99","","","","","","NA"
"2006-05-02 20:00","2006","05","02","20:00","14.3","","3.4","","48","","","M","","M","","","99.95","","","","","","NA"
"2006-05-02 21:00","2006","05","02","21:00","14.2","","4.2","","51","","","M","","M","","","99.97","","","","","","NA"
"2006-05-02 22:00","2006","05","02","22:00","13.7","","4.6","","54","","","M","","M","","","100.00","","","","","","NA"
"2006-05-02 23:00","2006","05","02","23:00","12.8","","4.8","","58","","","M","","M","","","100.02","","","","","","NA"
"2006-05-03 00:00","2006","05","03","00:00","12.6","","5.0","","60","","","M","","M","","","99.97","","","","","","NA"
"2006-05-03 01:00","2006","05","03","01:00","12.2","","5.2","","62","","","M","","M","","","99.92","","","","","","NA"
"2006-05-03 02:00","2006","05","03","02:00","11.4","","5.2","","66","","","M","","M","","","99.89","","","","","","NA"
"2006-05-03 03:00","2006","05","03","03:00","10.6","","5.5","","71","","","M","","M","","","99.89","","","","","","NA"
"2006-05-03 04:00","2006","05","03","04:00","10.2","","5.7","","74","","","M","","M","","","99.95","","","","","","NA"
"2006-05-03 05:00","2006","05","03","05:00","10.0","","5.7","","75","","","M","","M","","","99.94","","","","","","NA"
"2006-05-03 06:00","2006","05","03","06:00","10.5","","6.0","","74","","","M","","M","","","100.01","","","","","","NA"
"2006-05-03 07:00","2006","05","03","07:00","12.2","","6.1","","66","","","M","","M","","","100.07","","","","","","NA"
"2006-05-03 08:00","2006","05","03","08:00","13.7","","6.6","","62","","","M","","M","","","100.09","","","","","","NA"
"2006-05-03 09:00","2006","05","03","09:00","15.6","","6.2","","54","","","M","","M","","","100.10","","","","","","NA"
"2006-05-03 10:00","2006","05","03","10:00","17.3","","6.0","","47","","","M","","M","","","100.08","","","","","","NA"
"2006-05-03 11:00","2006","05","03","11:00","18.0","","8.2","","53","","","M","","M","","","100.04","","","","","","NA"
"2006-05-03 12:00","2006","05","03","12:00","18.6","","8.0","","50","","","M","","M","","","99.98","","","","","","NA"
"2006-05-03 13:00","2006","05","03","13:00","18.9","","8.4","","50","","","M","","M","","","99.91","","","","","","NA"
"2006-05-03 14:00","2006","05","03","14:00","20.5","","7.4","","43","","","M","","M","","","99.88","","","","","","NA"
"2006-05-03 15:00","2006","05","03","15:00","20.5","","7.6","","43","","","M","","M","","","99.85","","","","","","NA"
"2006-05-03 16:00","2006","05","03","16:00","20.8","","6.9","","40","","","M","","M","","","99.84","","","","","","NA"
"2006-05-03 17:00","2006","05","03","17:00","21.1","","4.2","","33","","","M","","M","","","99.82","","","","","","NA"
"2006-05-03 18:00","2006","05","03","18:00","19.8","","4.6","","37","","","M","","M","","","99.80","","","","","","NA"
"2006-05-03 19:00","2006","05","03","19:00","19.1","","6.5","","44","","","M","","M","","","99.80","","","","","","NA"
"2006-05-03 20:00","2006","05","03","20:00","17.3","","7.5","","52","","","M","","M","","","99.82","","","","","","NA"
"2006-05-03 21:00","2006","05","03","21:00","15.4","","8.0","","61","","","M","","M","","","99.83","","","","","","NA"
"2006-05-03 22:00","2006","05","03","22:00","15.3","","8.2","","63","","","M","","M","","","99.82","","","","","","NA"
"2006-05-03 23:00","2006","05","03","23:00","14.3","","8.6","","69","","","M","","M","","","99.79","","","","","","NA"
"2006-05-04 00:00","2006","05","04","00:00","11.8","","7.5","","75","","","M","","M","","","99.83","","","","","","NA"
"2006-05-04 01:00","2006","05","04","01:00","12.1","","7.4","","73","","","M","","M","","","99.83","","","","","","NA"
"2006-05-04 02:00","2006","05","04","02:00","12.0","","7.9","","76","","","M","","M","","","99.79","","","","","","NA"
"2006-05-04 03:00","2006","05","04","03:00","12.0","","8.1","","77","","","M","","M","","","99.78","","","","","","NA"
"2006-05-04 04:00","2006","05","04","04:00","13.1","","8.0","","71","","","M","","M","","","99.73","","","","","","NA"
"2006-05-04 05:00","2006","05","04","05:00","13.6","","7.7","","67","","","M","","M","","","99.71","","","","","","NA"
"2006-05-04 06:00","2006","05","04","06:00","13.7","","8.1","","69","","","M","","M","","","99.72","","","","","","NA"
"2006-05-04 07:00","2006","05","04","07:00","15.0","","8.3","","64","","","M","","M","","","99.70","","","","","","NA"
"2006-05-04 08:00","2006","05","04","08:00","16.0","","9.4","","65","","","M","","M","","","99.67","","","","","","NA"
"2006-05-04 09:00","2006","05","04","09:00","16.3","","10.1","","67","","","M","","M","","","99.58","","","","","","NA"
"2006-05-04 10:00","2006","05","04","10:00","19.0","","11.4","","61","","","M","","M","","","99.53","","","","","","NA"
"2006-05-04 11:00","2006","05","04","11:00","20.0","","11.9","","60","","","M","","M","","","99.49","","","","","","NA"
"2006-05-04 12:00","2006","05","04","12:00","20.7","","13.1","","62","","","M","","M","","","99.45","","","","","","NA"
"2006-05-04 13:00","2006","05","04","13:00","21.2","","13.2","","60","","","M","","M","","","99.40","","","","","","NA"
"2006-05-04 14:00","2006","05","04","14:00","20.9","","14.6","","67","","","M","","M","","","99.34","","25","","","","NA"
"2006-05-04 15:00","2006","05","04","15:00","20.6","","13.7","","65","","","M","","M","","","99.28","","","","","","NA"
"2006-05-04 16:00","2006","05","04","16:00","23.7","","6.4","","33","","","M","","M","","","99.26","","","","","","NA"
"2006-05-04 17:00","2006","05","04","17:00","22.5","","5.9","","34","","","M","","M","","","99.28","","","","","","NA"
"2006-05-04 18:00","2006","05","04","18:00","20.9","","4.9","","35","","","M","","M","","","99.36","","","","","","NA"
