"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2010-08-01 00:00","2010","08","01","00:00","20.8","","17.1","","79","","","M","","M","","","100.13","","26","","","","NA"
"2010-08-01 01:00","2010","08","01","01:00","20.4","","16.9","","80","","","M","","M","","","100.13","","26","","","","NA"
"2010-08-01 02:00","2010","08","01","02:00","19.9","","17.1","","84","","","M","","M","","","100.12","","","","","","NA"
"2010-08-01 03:00","2010","08","01","03:00","19.7","","16.7","","83","","","M","","M","","","100.14","","","","","","NA"
"2010-08-01 04:00","2010","08","01","04:00","19.4","","16.0","","81","","","M","","M","","","100.17","","","","","","NA"
"2010-08-01 05:00","2010","08","01","05:00","19.4","","15.7","","79","","","M","","M","","","100.19","","","","","","NA"
"2010-08-01 06:00","2010","08","01","06:00","19.3","","15.9","","81","","","M","","M","","","100.24","","","","","","NA"
"2010-08-01 07:00","2010","08","01","07:00","20.6","","16.9","","79","","","M","","M","","","100.24","","26","","","","NA"
"2010-08-01 08:00","2010","08","01","08:00","21.8","","17.1","","75","","","M","","M","","","100.29","","27","","","","NA"
"2010-08-01 09:00","2010","08","01","09:00","22.7","","17.3","","72","","","M","","M","","","100.27","","28","","","","NA"
"2010-08-01 10:00","2010","08","01","10:00","23.0","","17.6","","72","","","M","","M","","","100.23","","29","","","","NA"
"2010-08-01 11:00","2010","08","01","11:00","23.8","","17.1","","66","","","M","","M","","","100.29","","29","","","","NA"
"2010-08-01 12:00","2010","08","01","12:00","23.7","","17.5","","68","","","M","","M","","","100.27","","29","","","","NA"
"2010-08-01 13:00","2010","08","01","13:00","24.7","","15.6","","57","","","M","","M","","","100.32","","29","","","","NA"
"2010-08-01 14:00","2010","08","01","14:00","25.0","","17.2","","62","","","M","","M","","","100.24","","30","","","","NA"
"2010-08-01 15:00","2010","08","01","15:00","24.2","","16.2","","61","","","M","","M","","","100.23","","29","","","","NA"
"2010-08-01 16:00","2010","08","01","16:00","23.5","","16.2","","64","","","M","","M","","","100.21","","28","","","","NA"
"2010-08-01 17:00","2010","08","01","17:00","23.6","","15.2","","59","","","M","","M","","","100.21","","28","","","","NA"
"2010-08-01 18:00","2010","08","01","18:00","23.4","","14.9","","59","","","M","","M","","","100.21","","27","","","","NA"
"2010-08-01 19:00","2010","08","01","19:00","23.0","","15.3","","62","","","M","","M","","","100.21","","27","","","","NA"
"2010-08-01 20:00","2010","08","01","20:00","22.7","","16.3","","67","","","M","","M","","","100.22","","28","","","","NA"
"2010-08-01 21:00","2010","08","01","21:00","22.3","","16.8","","71","","","M","","M","","","100.26","","27","","","","NA"
"2010-08-01 22:00","2010","08","01","22:00","22.3","","17.6","","75","","","M","","M","","","100.28","","28","","","","NA"
"2010-08-01 23:00","2010","08","01","23:00","21.6","","18.1","","80","","","M","","M","","","100.26","","28","","","","NA"
"2010-08-02 00:00","2010","08","02","00:00","21.4","","17.7","","79","","","M","","M","","","100.27","","27","","","","NA"
"2010-08-02 01:00","2010","08","02","01:00","20.6","","17.2","","81","","","M","","M","","","100.27","","26","","","","NA"
"2010-08-02 02:00","2010","08","02","02:00","19.7","","16.4","","81","","","M","","M","","","100.23","","","","","","NA"
"2010-08-02 03:00","2010","08","02","03:00","19.8","","17.0","","84","","","M","","M","","","100.25","","","","","","NA"
"2010-08-02 04:00","2010","08","02","04:00","20.0","","16.7","","81","","","M","","M","","","100.30","","25","","","","NA"
"2010-08-02 05:00","2010","08","02","05:00","19.4","","16.6","","84","","","M","","M","","","100.31","","","","","","NA"
"2010-08-02 06:00","2010","08","02","06:00","19.6","","17.5","","88","","","M","","M","","","100.36","","","","","","NA"
"2010-08-02 07:00","2010","08","02","07:00","21.5","","18.5","","83","","","M","","M","","","100.34","","28","","","","NA"
"2010-08-02 08:00","2010","08","02","08:00","23.4","","19.7","","80","","","M","","M","","","100.33","","31","","","","NA"
"2010-08-02 09:00","2010","08","02","09:00","23.8","","21.0","","84","","","M","","M","","","100.34","","32","","","","NA"
"2010-08-02 10:00","2010","08","02","10:00","25.1","","21.8","","82","","","M","","M","","","100.36","","34","","","","NA"
"2010-08-02 11:00","2010","08","02","11:00","25.4","","21.5","","79","","","M","","M","","","100.32","","34","","","","NA"
"2010-08-02 12:00","2010","08","02","12:00","26.2","","21.6","","76","","","M","","M","","","100.34","","35","","","","NA"
"2010-08-02 13:00","2010","08","02","13:00","26.1","","21.2","","74","","","M","","M","","","100.30","","35","","","","NA"
"2010-08-02 14:00","2010","08","02","14:00","26.6","","22.1","","76","","","M","","M","","","100.26","","36","","","","NA"
"2010-08-02 15:00","2010","08","02","15:00","26.6","","21.9","","75","","","M","","M","","","100.24","","36","","","","NA"
"2010-08-02 16:00","2010","08","02","16:00","26.4","","22.0","","77","","","M","","M","","","100.22","","36","","","","NA"
"2010-08-02 17:00","2010","08","02","17:00","25.8","","21.9","","79","","","M","","M","","","100.22","","35","","","","NA"
"2010-08-02 18:00","2010","08","02","18:00","25.9","","22.1","","80","","","M","","M","","","100.20","","35","","","","NA"
"2010-08-02 19:00","2010","08","02","19:00","25.4","","21.7","","80","","","M","","M","","","100.16","","34","","","","NA"
"2010-08-02 20:00","2010","08","02","20:00","24.4","","21.5","","84","","","M","","M","","","100.17","","33","","","","NA"
"2010-08-02 21:00","2010","08","02","21:00","24.2","","21.4","","84","","","M","","M","","","100.21","","33","","","","NA"
"2010-08-02 22:00","2010","08","02","22:00","23.6","","21.5","","88","","","M","","M","","","100.18","","32","","","","NA"
"2010-08-02 23:00","2010","08","02","23:00","23.3","","21.7","","91","","","M","","M","","","100.17","","32","","","","NA"
"2010-08-03 00:00","2010","08","03","00:00","22.6","","21.5","","94","","","M","","M","","","100.18","","31","","","","NA"
"2010-08-03 01:00","2010","08","03","01:00","22.3","","21.2","","93","","","M","","M","","","100.18","","31","","","","NA"
"2010-08-03 02:00","2010","08","03","02:00","22.5","","21.0","","91","","","M","","M","","","100.16","","31","","","","NA"
"2010-08-03 03:00","2010","08","03","03:00","22.0","","21.0","","94","","","M","","M","","","100.12","","30","","","","NA"
"2010-08-03 04:00","2010","08","03","04:00","21.9","","21.0","","95","","","M","","M","","","100.11","","30","","","","NA"
"2010-08-03 05:00","2010","08","03","05:00","21.3","","20.7","","96","","","M","","M","","","100.11","","29","","","","NA"
"2010-08-03 06:00","2010","08","03","06:00","21.6","","21.1","","97","","","M","","M","","","100.11","","30","","","","NA"
"2010-08-03 07:00","2010","08","03","07:00","23.7","","21.6","","88","","","M","","M","","","100.14","","33","","","","NA"
"2010-08-03 08:00","2010","08","03","08:00","25.0","","22.2","","84","","","M","","M","","","100.15","","35","","","","NA"
"2010-08-03 09:00","2010","08","03","09:00","26.2","","22.5","","80","","","M","","M","","","100.10","","36","","","","NA"
"2010-08-03 10:00","2010","08","03","10:00","27.0","","22.9","","78","","","M","","M","","","100.10","","37","","","","NA"
"2010-08-03 11:00","2010","08","03","11:00","28.2","","23.6","","76","","","M","","M","","","100.07","","39","","","","NA"
"2010-08-03 12:00","2010","08","03","12:00","29.1","","23.8","","73","","","M","","M","","","100.00","","40","","","","NA"
"2010-08-03 13:00","2010","08","03","13:00","30.4","","24.1","","69","","","M","","M","","","99.94","","42","","","","NA"
"2010-08-03 14:00","2010","08","03","14:00","29.1","","24.0","","74","","","M","","M","","","99.88","","40","","","","NA"
"2010-08-03 15:00","2010","08","03","15:00","29.2","","24.0","","74","","","M","","M","","","99.82","","40","","","","NA"
"2010-08-03 16:00","2010","08","03","16:00","28.4","","23.1","","73","","","M","","M","","","99.76","","39","","","","NA"
"2010-08-03 17:00","2010","08","03","17:00","28.5","","23.1","","73","","","M","","M","","","99.73","","39","","","","NA"
"2010-08-03 18:00","2010","08","03","18:00","27.3","","22.9","","77","","","M","","M","","","99.75","","37","","","","NA"
